category,amount,gender,state,city_population,is_fraud,age,hour
11.0,990.92,1.0,10.0,419,1,33,23.0
8.0,875.31,1.0,24.0,805,1,54,23.0
11.0,1161.02,0.0,24.0,1847,1,35,0.0
4.0,283.56,1.0,10.0,419,1,33,0.0
4.0,352.32,0.0,24.0,1847,1,35,0.0
4.0,285.92,1.0,10.0,419,1,33,2.0
7.0,21.01,1.0,10.0,419,1,33,15.0
11.0,997.13,1.0,10.0,419,1,33,22.0
12.0,771.42,0.0,24.0,1847,1,35,22.0
11.0,883.87,1.0,10.0,419,1,33,22.0
6.0,226.82,0.0,24.0,1847,1,35,23.0
11.0,883.36,1.0,10.0,419,1,33,23.0
11.0,1065.98,1.0,10.0,419,1,33,23.0
12.0,834.24,0.0,15.0,910148,1,48,0.0
11.0,953.76,0.0,15.0,910148,1,48,1.0
11.0,951.41,0.0,15.0,910148,1,48,1.0
1.0,107.36,0.0,4.0,190249,1,47,2.0
4.0,355.27,1.0,33.0,450,1,77,3.0
9.0,6.43,0.0,4.0,190249,1,47,3.0
11.0,1024.16,0.0,4.0,190249,1,47,5.0
4.0,323.91,1.0,33.0,450,1,77,5.0
2.0,9.82,0.0,9.0,181438,1,90,0.0
12.0,913.18,0.0,43.0,106,1,41,0.0
9.0,883.7,0.0,43.0,106,1,41,1.0
12.0,871.53,0.0,4.0,190249,1,47,1.0
0.0,499.28,0.0,4.0,190249,1,47,2.0
11.0,981.17,0.0,15.0,910148,1,48,2.0
4.0,365.86,0.0,4.0,190249,1,47,2.0
2.0,14.05,0.0,9.0,181438,1,90,3.0
10.0,21.67,0.0,15.0,910148,1,48,22.0
7.0,22.52,0.0,4.0,190249,1,47,22.0
6.0,218.02,0.0,15.0,910148,1,48,23.0
12.0,780.81,1.0,33.0,450,1,77,23.0
7.0,6.63,1.0,33.0,450,1,77,23.0
1.0,105.9,0.0,4.0,190249,1,47,23.0
5.0,17.95,0.0,43.0,106,1,41,23.0
7.0,19.26,0.0,4.0,190249,1,47,23.0
6.0,296.61,0.0,4.0,190249,1,47,23.0
4.0,310.79,1.0,1.0,190178,1,51,0.0
4.0,319.51,1.0,1.0,190178,1,51,0.0
8.0,772.39,0.0,29.0,1749,1,51,0.0
4.0,325.1,0.0,43.0,106,1,41,1.0
4.0,327.01,1.0,36.0,471,1,83,1.0
4.0,296.31,0.0,9.0,181438,1,90,1.0
4.0,341.14,0.0,9.0,181438,1,90,1.0
4.0,333.29,1.0,1.0,190178,1,51,1.0
11.0,941.83,0.0,43.0,106,1,41,1.0
12.0,764.95,0.0,29.0,1749,1,51,3.0
2.0,17.09,1.0,36.0,471,1,83,3.0
8.0,893.18,1.0,1.0,190178,1,51,3.0
2.0,9.94,0.0,43.0,106,1,41,3.0
4.0,279.46,1.0,36.0,471,1,83,9.0
7.0,20.14,0.0,29.0,1749,1,51,22.0
7.0,6.51,1.0,36.0,471,1,83,22.0
7.0,7.27,1.0,36.0,471,1,83,22.0
5.0,21.97,0.0,9.0,181438,1,90,22.0
11.0,945.4,1.0,1.0,190178,1,51,22.0
5.0,19.17,1.0,1.0,190178,1,51,22.0
12.0,817.89,0.0,9.0,181438,1,90,22.0
4.0,313.53,0.0,9.0,181438,1,90,22.0
5.0,18.15,0.0,29.0,1749,1,51,22.0
12.0,1028.72,0.0,29.0,1749,1,51,22.0
10.0,18.8,0.0,29.0,1749,1,51,23.0
5.0,21.29,0.0,43.0,106,1,41,23.0
6.0,298.13,0.0,29.0,1749,1,51,23.0
0.0,577.6,0.0,29.0,1749,1,51,23.0
0.0,510.95,0.0,29.0,1749,1,51,23.0
8.0,818.71,0.0,9.0,181438,1,90,23.0
12.0,883.49,0.0,9.0,181438,1,90,23.0
6.0,262.93,0.0,43.0,106,1,41,23.0
0.0,524.53,1.0,1.0,190178,1,51,23.0
4.0,325.59,0.0,29.0,1749,1,51,1.0
8.0,813.21,1.0,1.0,190178,1,51,3.0
8.0,818.45,1.0,1.0,190178,1,51,3.0
8.0,698.6,0.0,29.0,1749,1,51,3.0
2.0,20.86,1.0,36.0,471,1,83,3.0
11.0,901.28,0.0,29.0,1749,1,51,8.0
3.0,11.29,0.0,42.0,4870,1,67,11.0
2.0,17.86,0.0,43.0,2435,1,57,11.0
11.0,957.75,1.0,36.0,471,1,83,15.0
11.0,1197.23,0.0,42.0,4870,1,67,17.0
9.0,8.71,1.0,1.0,190178,1,51,22.0
0.0,590.55,1.0,36.0,471,1,83,22.0
12.0,837.97,0.0,29.0,1749,1,51,22.0
0.0,570.24,1.0,36.0,471,1,83,22.0
6.0,247.02,0.0,29.0,1749,1,51,22.0
12.0,834.59,1.0,36.0,471,1,83,22.0
4.0,325.9,0.0,43.0,2435,1,57,22.0
8.0,776.34,1.0,36.0,471,1,83,22.0
11.0,1026.09,0.0,42.0,4870,1,67,22.0
11.0,1001.97,0.0,43.0,2435,1,57,22.0
11.0,831.68,0.0,43.0,2435,1,57,23.0
11.0,885.44,0.0,42.0,4870,1,67,23.0
12.0,989.25,0.0,42.0,4870,1,67,23.0
8.0,812.12,0.0,42.0,4870,1,67,23.0
11.0,954.97,1.0,1.0,190178,1,51,23.0
2.0,8.27,1.0,38.0,168,1,45,0.0
4.0,300.66,1.0,50.0,1645,1,48,0.0
4.0,318.75,0.0,38.0,104,1,96,1.0
4.0,265.12,1.0,38.0,168,1,45,2.0
4.0,315.76,0.0,42.0,4870,1,67,2.0
4.0,301.29,1.0,38.0,168,1,45,2.0
4.0,341.96,0.0,43.0,2435,1,57,3.0
4.0,281.48,0.0,42.0,4870,1,67,3.0
4.0,270.78,1.0,38.0,168,1,45,3.0
4.0,333.56,0.0,38.0,104,1,96,8.0
12.0,791.62,0.0,38.0,104,1,96,12.0
11.0,1155.44,0.0,42.0,4870,1,67,16.0
12.0,669.39,1.0,50.0,1645,1,48,19.0
11.0,877.23,0.0,38.0,104,1,96,19.0
11.0,808.28,0.0,38.0,104,1,96,22.0
10.0,19.7,0.0,42.0,4870,1,67,22.0
12.0,1058.76,0.0,42.0,4870,1,67,22.0
11.0,1177.64,1.0,38.0,168,1,45,22.0
11.0,917.79,0.0,38.0,104,1,96,22.0
4.0,293.39,1.0,50.0,1645,1,48,22.0
8.0,759.35,0.0,42.0,4870,1,67,22.0
8.0,774.71,1.0,38.0,168,1,45,23.0
4.0,325.43,0.0,38.0,104,1,96,23.0
8.0,882.81,1.0,50.0,1645,1,48,23.0
11.0,972.02,1.0,38.0,168,1,45,23.0
8.0,841.19,0.0,43.0,2435,1,57,23.0
9.0,51.41,0.0,38.0,104,1,96,23.0
11.0,973.99,1.0,50.0,1645,1,48,23.0
10.0,49.3,0.0,43.0,2435,1,57,23.0
11.0,1115.07,1.0,50.0,1645,1,48,23.0
4.0,326.57,1.0,50.0,1645,1,48,23.0
8.0,729.29,1.0,38.0,168,1,45,23.0
4.0,302.07,1.0,38.0,168,1,45,0.0
2.0,11.0,1.0,50.0,1645,1,48,2.0
4.0,293.09,1.0,38.0,168,1,45,2.0
2.0,9.12,1.0,50.0,1645,1,48,3.0
4.0,286.93,1.0,50.0,1645,1,48,9.0
8.0,917.85,0.0,38.0,104,1,96,12.0
8.0,938.89,1.0,38.0,168,1,45,13.0
12.0,814.54,1.0,33.0,214518,1,64,14.0
8.0,793.37,0.0,38.0,104,1,96,16.0
8.0,808.97,0.0,37.0,2016,1,70,22.0
11.0,940.37,1.0,33.0,214518,1,64,22.0
11.0,977.42,0.0,37.0,2016,1,70,22.0
11.0,1055.57,1.0,50.0,1645,1,48,22.0
11.0,940.77,0.0,37.0,2016,1,70,22.0
11.0,916.24,1.0,33.0,214518,1,64,22.0
8.0,699.76,0.0,38.0,104,1,96,22.0
11.0,1195.5,1.0,50.0,1645,1,48,22.0
11.0,1130.56,1.0,38.0,168,1,45,23.0
8.0,802.49,1.0,33.0,214518,1,64,23.0
11.0,863.66,0.0,38.0,104,1,96,23.0
4.0,279.22,1.0,33.0,214518,1,64,23.0
8.0,752.56,1.0,33.0,214518,1,64,23.0
11.0,1203.86,1.0,38.0,168,1,45,23.0
4.0,291.24,0.0,37.0,2016,1,70,3.0
11.0,834.49,1.0,33.0,214518,1,64,22.0
8.0,764.92,1.0,33.0,214518,1,64,23.0
4.0,259.57,1.0,43.0,26120,1,70,1.0
4.0,316.64,1.0,43.0,26120,1,70,1.0
4.0,305.71,1.0,43.0,26120,1,70,3.0
2.0,8.91,1.0,43.0,26120,1,70,0.0
2.0,11.32,1.0,45.0,207410,1,40,0.0
4.0,265.52,1.0,43.0,26120,1,70,1.0
3.0,12.3,1.0,45.0,207410,1,40,2.0
4.0,324.39,1.0,45.0,207410,1,40,2.0
8.0,950.46,1.0,43.0,1595797,1,48,3.0
4.0,286.46,1.0,43.0,26120,1,70,22.0
8.0,737.99,1.0,43.0,26120,1,70,22.0
8.0,885.8,1.0,43.0,1595797,1,48,23.0
8.0,757.9,1.0,43.0,26120,1,70,23.0
11.0,843.72,1.0,43.0,1595797,1,48,23.0
4.0,277.45,1.0,45.0,207410,1,40,0.0
8.0,777.16,1.0,43.0,1595797,1,48,1.0
4.0,286.39,1.0,22.0,134056,1,67,1.0
8.0,688.73,0.0,1.0,1412,1,53,2.0
4.0,351.61,0.0,1.0,1412,1,53,3.0
4.0,349.66,0.0,1.0,1412,1,53,3.0
8.0,832.04,1.0,43.0,1595797,1,48,3.0
4.0,288.72,1.0,43.0,1595797,1,48,3.0
2.0,8.97,1.0,45.0,207410,1,40,3.0
2.0,12.82,1.0,45.0,207410,1,40,9.0
12.0,966.13,1.0,22.0,134056,1,67,12.0
11.0,1051.0,1.0,45.0,207410,1,40,13.0
6.0,270.5,0.0,1.0,1412,1,53,15.0
11.0,1054.14,1.0,22.0,134056,1,67,18.0
11.0,918.91,1.0,43.0,1595797,1,48,22.0
11.0,1061.9,1.0,43.0,1595797,1,48,22.0
10.0,21.69,0.0,1.0,1412,1,53,22.0
1.0,132.42,1.0,22.0,134056,1,67,23.0
1.0,120.26,1.0,43.0,1595797,1,48,23.0
12.0,867.21,1.0,45.0,207410,1,40,23.0
10.0,17.83,0.0,1.0,1412,1,53,23.0
7.0,21.67,1.0,22.0,134056,1,67,23.0
0.0,519.98,0.0,1.0,1412,1,53,23.0
4.0,311.84,1.0,22.0,134056,1,67,0.0
4.0,301.53,1.0,22.0,134056,1,67,1.0
12.0,799.0,0.0,1.0,1412,1,53,1.0
11.0,927.09,0.0,1.0,1412,1,53,2.0
4.0,355.86,0.0,1.0,1412,1,53,2.0
2.0,10.81,0.0,1.0,1412,1,53,6.0
10.0,20.88,0.0,1.0,1412,1,53,16.0
8.0,852.23,1.0,22.0,134056,1,67,22.0
1.0,116.33,0.0,1.0,1412,1,53,22.0
0.0,437.52,0.0,1.0,1412,1,53,22.0
8.0,930.63,1.0,22.0,134056,1,67,22.0
11.0,1000.72,1.0,22.0,134056,1,67,22.0
4.0,320.82,1.0,22.0,134056,1,67,22.0
6.0,233.7,0.0,1.0,1412,1,53,22.0
4.0,308.87,1.0,1.0,214703,1,29,1.0
4.0,306.14,1.0,1.0,214703,1,29,3.0
11.0,1110.73,1.0,1.0,214703,1,29,23.0
4.0,310.39,1.0,49.0,337,1,37,0.0
4.0,269.52,0.0,9.0,156391,1,56,0.0
2.0,8.75,1.0,1.0,214703,1,29,1.0
4.0,321.12,1.0,1.0,214703,1,29,2.0
4.0,308.55,1.0,1.0,214703,1,29,4.0
11.0,1039.82,1.0,1.0,214703,1,29,15.0
12.0,977.55,0.0,9.0,156391,1,56,21.0
11.0,1042.75,0.0,9.0,156391,1,56,22.0
9.0,9.79,0.0,9.0,156391,1,56,22.0
8.0,821.36,1.0,49.0,337,1,37,22.0
8.0,851.99,1.0,49.0,337,1,37,23.0
4.0,311.47,0.0,23.0,2607,1,28,0.0
4.0,300.0,0.0,23.0,2607,1,28,0.0
2.0,14.06,1.0,49.0,337,1,37,1.0
4.0,293.04,1.0,49.0,337,1,37,1.0
4.0,269.05,0.0,9.0,156391,1,56,1.0
2.0,11.99,0.0,23.0,2607,1,28,2.0
10.0,18.46,0.0,9.0,156391,1,56,17.0
4.0,281.01,0.0,9.0,156391,1,56,19.0
11.0,1097.05,1.0,49.0,337,1,37,22.0
11.0,921.03,0.0,23.0,2607,1,28,22.0
11.0,1029.2,0.0,23.0,2607,1,28,22.0
12.0,915.89,0.0,9.0,156391,1,56,22.0
12.0,1031.71,0.0,9.0,156391,1,56,22.0
11.0,1205.11,0.0,23.0,2607,1,28,22.0
8.0,845.65,1.0,49.0,337,1,37,22.0
10.0,22.89,1.0,49.0,337,1,37,22.0
8.0,863.23,1.0,49.0,337,1,37,23.0
8.0,853.9,1.0,49.0,337,1,37,23.0
8.0,894.06,0.0,23.0,2607,1,28,0.0
4.0,294.28,0.0,23.0,2607,1,28,0.0
8.0,739.41,0.0,23.0,2607,1,28,1.0
8.0,695.8,0.0,23.0,2607,1,28,3.0
4.0,310.18,0.0,23.0,2607,1,28,9.0
11.0,1136.81,0.0,23.0,2607,1,28,16.0
11.0,923.03,0.0,23.0,2607,1,28,20.0
11.0,1015.85,0.0,23.0,2607,1,28,22.0
11.0,917.6,0.0,23.0,2607,1,28,22.0
8.0,656.05,0.0,2.0,36438,1,39,2.0
11.0,932.95,1.0,20.0,100,1,44,12.0
6.0,285.88,0.0,2.0,36438,1,39,22.0
11.0,928.47,1.0,18.0,68211,1,90,22.0
11.0,963.05,1.0,18.0,68211,1,90,22.0
7.0,15.71,0.0,2.0,36438,1,39,23.0
4.0,274.73,1.0,18.0,68211,1,90,23.0
11.0,958.65,1.0,20.0,100,1,44,23.0
4.0,333.28,1.0,18.0,68211,1,90,0.0
2.0,13.79,1.0,18.0,68211,1,90,1.0
4.0,277.26,1.0,20.0,100,1,44,1.0
4.0,265.09,1.0,18.0,68211,1,90,1.0
2.0,12.71,1.0,20.0,100,1,44,1.0
0.0,542.85,0.0,2.0,36438,1,39,2.0
4.0,336.12,0.0,2.0,36438,1,39,2.0
11.0,929.96,0.0,2.0,36438,1,39,2.0
2.0,11.4,1.0,18.0,68211,1,90,7.0
8.0,871.07,0.0,34.0,6460,1,64,19.0
13.0,9.18,0.0,2.0,36438,1,39,22.0
13.0,9.76,1.0,18.0,68211,1,90,22.0
6.0,268.44,0.0,2.0,36438,1,39,22.0
11.0,1014.61,1.0,18.0,68211,1,90,22.0
10.0,20.62,0.0,2.0,36438,1,39,22.0
11.0,935.81,1.0,20.0,100,1,44,22.0
4.0,311.18,1.0,20.0,100,1,44,23.0
12.0,974.01,1.0,18.0,68211,1,90,23.0
8.0,733.23,1.0,20.0,100,1,44,23.0
11.0,1021.93,1.0,20.0,100,1,44,23.0
4.0,297.9,0.0,4.0,45303,1,54,0.0
4.0,306.06,1.0,21.0,1780,1,41,2.0
2.0,7.55,0.0,4.0,45303,1,54,2.0
4.0,314.84,0.0,4.0,45303,1,54,2.0
4.0,305.89,0.0,34.0,6460,1,64,2.0
2.0,7.58,1.0,17.0,467,1,40,3.0
2.0,7.13,1.0,17.0,467,1,40,4.0
11.0,954.21,1.0,21.0,1780,1,41,12.0
12.0,961.01,0.0,34.0,6460,1,64,12.0
11.0,1016.14,0.0,34.0,6460,1,64,13.0
12.0,842.05,1.0,21.0,1780,1,41,14.0
12.0,867.09,1.0,17.0,467,1,40,22.0
12.0,936.16,0.0,34.0,6460,1,64,22.0
8.0,928.08,1.0,17.0,467,1,40,22.0
11.0,983.82,1.0,17.0,467,1,40,22.0
11.0,1042.27,1.0,17.0,467,1,40,22.0
11.0,899.49,0.0,34.0,6460,1,64,22.0
12.0,1018.85,0.0,4.0,45303,1,54,22.0
4.0,281.27,1.0,21.0,1780,1,41,22.0
4.0,292.23,1.0,21.0,1780,1,41,23.0
12.0,1132.52,0.0,4.0,45303,1,54,23.0
8.0,802.24,1.0,17.0,467,1,40,23.0
8.0,852.03,0.0,34.0,6460,1,64,23.0
12.0,1009.65,0.0,4.0,45303,1,54,23.0
4.0,290.95,1.0,17.0,467,1,40,0.0
4.0,275.75,0.0,4.0,45303,1,54,1.0
4.0,317.82,1.0,17.0,467,1,40,2.0
4.0,321.79,1.0,21.0,1780,1,41,3.0
4.0,262.56,1.0,17.0,467,1,40,3.0
2.0,7.98,1.0,17.0,467,1,40,6.0
0.0,408.43,1.0,21.0,1780,1,41,16.0
8.0,755.51,1.0,21.0,1780,1,41,18.0
11.0,902.1,0.0,4.0,45303,1,54,22.0
12.0,1061.88,0.0,4.0,45303,1,54,22.0
11.0,1029.0,1.0,17.0,467,1,40,22.0
11.0,1066.01,0.0,4.0,45303,1,54,23.0
12.0,853.04,1.0,17.0,467,1,40,23.0
11.0,1050.4,0.0,4.0,45303,1,54,23.0
4.0,332.1,0.0,9.0,237282,1,45,2.0
9.0,8.96,0.0,9.0,237282,1,45,3.0
4.0,304.27,1.0,21.0,6025,1,29,3.0
8.0,797.57,1.0,21.0,6025,1,29,6.0
13.0,10.16,1.0,21.0,6025,1,29,22.0
11.0,895.02,1.0,21.0,6025,1,29,23.0
9.0,7.99,1.0,21.0,6025,1,29,23.0
12.0,768.07,1.0,21.0,6025,1,29,23.0
4.0,302.18,1.0,21.0,6025,1,29,1.0
4.0,357.62,0.0,35.0,133,1,70,3.0
12.0,846.06,1.0,21.0,6025,1,29,23.0
4.0,300.29,1.0,42.0,3730,1,33,0.0
4.0,326.29,1.0,31.0,4664,1,59,1.0
4.0,378.97,0.0,41.0,811,1,52,2.0
4.0,359.01,0.0,41.0,811,1,52,2.0
2.0,9.05,1.0,31.0,4664,1,59,2.0
5.0,19.97,0.0,41.0,811,1,52,13.0
6.0,204.96,1.0,42.0,3730,1,33,19.0
4.0,322.87,0.0,35.0,133,1,70,22.0
12.0,935.4,1.0,42.0,3730,1,33,22.0
8.0,839.41,1.0,31.0,4664,1,59,22.0
6.0,236.24,0.0,41.0,811,1,52,22.0
11.0,918.5,0.0,35.0,133,1,70,23.0
4.0,295.37,1.0,31.0,4664,1,59,23.0
4.0,307.02,0.0,35.0,133,1,70,23.0
8.0,836.6,1.0,42.0,3730,1,33,23.0
6.0,242.02,0.0,41.0,811,1,52,23.0
11.0,865.63,1.0,31.0,4664,1,59,23.0
10.0,21.21,0.0,41.0,811,1,52,23.0
8.0,765.65,1.0,31.0,4664,1,59,23.0
12.0,665.03,0.0,4.0,104,1,34,0.0
4.0,355.18,0.0,4.0,104,1,34,0.0
4.0,299.89,1.0,42.0,3730,1,33,1.0
2.0,10.59,0.0,24.0,241,1,49,1.0
4.0,339.38,0.0,41.0,811,1,52,2.0
11.0,787.72,0.0,41.0,811,1,52,2.0
11.0,1193.72,0.0,41.0,811,1,52,2.0
11.0,986.7,0.0,4.0,104,1,34,3.0
11.0,1040.2,0.0,24.0,241,1,49,3.0
12.0,606.65,1.0,42.0,3730,1,33,19.0
11.0,1031.94,1.0,31.0,4664,1,59,22.0
1.0,117.75,0.0,41.0,811,1,52,22.0
11.0,900.74,1.0,42.0,3730,1,33,22.0
7.0,21.84,0.0,4.0,104,1,34,23.0
9.0,8.76,1.0,31.0,4664,1,59,23.0
11.0,1039.11,1.0,42.0,3730,1,33,23.0
8.0,850.47,1.0,31.0,4664,1,59,23.0
12.0,732.81,1.0,42.0,3730,1,33,23.0
6.0,245.64,0.0,41.0,811,1,52,23.0
12.0,741.07,0.0,24.0,241,1,49,0.0
11.0,759.29,0.0,4.0,104,1,34,0.0
1.0,129.11,0.0,2.0,7155,1,47,0.0
4.0,358.76,0.0,24.0,241,1,49,2.0
11.0,1016.4,0.0,2.0,7155,1,47,2.0
0.0,505.19,0.0,2.0,7155,1,47,2.0
2.0,8.33,0.0,24.0,241,1,49,2.0
9.0,705.8,0.0,24.0,241,1,49,2.0
12.0,792.54,0.0,2.0,7155,1,47,2.0
2.0,8.79,0.0,24.0,241,1,49,2.0
11.0,1057.44,0.0,24.0,241,1,49,3.0
11.0,988.84,0.0,2.0,7155,1,47,3.0
4.0,380.61,0.0,4.0,104,1,34,3.0
9.0,860.19,0.0,4.0,104,1,34,3.0
11.0,1019.25,0.0,2.0,7155,1,47,4.0
9.0,843.72,0.0,4.0,104,1,34,5.0
1.0,113.53,0.0,4.0,104,1,34,22.0
5.0,22.79,0.0,24.0,241,1,49,22.0
7.0,18.46,0.0,24.0,241,1,49,22.0
5.0,19.67,0.0,4.0,104,1,34,23.0
1.0,144.98,0.0,2.0,7155,1,47,0.0
12.0,659.61,0.0,2.0,7155,1,47,1.0
8.0,880.4,0.0,2.0,7155,1,47,1.0
0.0,542.43,0.0,2.0,7155,1,47,2.0
4.0,373.36,0.0,2.0,7155,1,47,2.0
1.0,128.17,0.0,2.0,7155,1,47,6.0
12.0,751.85,0.0,2.0,7155,1,47,8.0
10.0,17.97,0.0,2.0,7155,1,47,23.0
10.0,24.08,0.0,2.0,7155,1,47,23.0
6.0,269.17,0.0,2.0,7155,1,47,23.0
4.0,302.46,1.0,48.0,6063,1,64,3.0
4.0,280.51,1.0,48.0,6063,1,64,3.0
8.0,830.24,1.0,48.0,6063,1,64,22.0
10.0,20.4,1.0,48.0,6063,1,64,23.0
8.0,700.91,1.0,48.0,6063,1,64,23.0
4.0,301.77,1.0,10.0,1841,1,49,1.0
4.0,320.71,1.0,10.0,1841,1,49,2.0
3.0,10.23,1.0,48.0,6063,1,64,3.0
2.0,10.38,1.0,10.0,1841,1,49,8.0
13.0,8.93,1.0,48.0,6063,1,64,12.0
11.0,941.57,1.0,48.0,6063,1,64,14.0
11.0,966.08,1.0,48.0,6063,1,64,22.0
11.0,914.93,1.0,48.0,6063,1,64,22.0
12.0,773.07,0.0,14.0,3458,1,38,0.0
8.0,646.51,0.0,14.0,3458,1,38,2.0
4.0,285.54,1.0,10.0,1841,1,49,3.0
3.0,10.95,1.0,10.0,1841,1,49,6.0
8.0,815.01,0.0,15.0,136,1,71,15.0
12.0,938.98,1.0,10.0,1841,1,49,21.0
8.0,760.11,0.0,15.0,136,1,71,21.0
11.0,992.37,1.0,10.0,1841,1,49,22.0
4.0,278.65,1.0,10.0,1841,1,49,23.0
8.0,829.89,0.0,15.0,136,1,71,23.0
12.0,754.13,0.0,15.0,136,1,71,23.0
11.0,858.32,0.0,15.0,136,1,71,23.0
8.0,796.74,0.0,15.0,136,1,71,23.0
1.0,115.51,0.0,14.0,3458,1,38,0.0
0.0,463.41,0.0,14.0,3458,1,38,1.0
11.0,1075.31,0.0,14.0,3458,1,38,5.0
9.0,50.68,0.0,15.0,136,1,71,13.0
9.0,48.99,0.0,15.0,136,1,71,18.0
11.0,855.14,1.0,22.0,137,1,33,22.0
8.0,809.88,0.0,15.0,136,1,71,22.0
6.0,241.43,0.0,14.0,3458,1,38,22.0
12.0,858.59,1.0,22.0,137,1,33,23.0
11.0,845.71,1.0,22.0,137,1,33,23.0
11.0,929.0,1.0,22.0,137,1,33,23.0
4.0,281.23,1.0,22.0,137,1,33,23.0
2.0,10.08,1.0,22.0,137,1,33,0.0
4.0,311.17,1.0,22.0,137,1,33,0.0
4.0,298.6,1.0,35.0,9051,1,41,1.0
8.0,888.17,1.0,35.0,9051,1,41,1.0
2.0,12.54,1.0,35.0,9051,1,41,9.0
11.0,947.02,1.0,22.0,137,1,33,22.0
11.0,818.58,1.0,35.0,9051,1,41,23.0
12.0,833.54,1.0,22.0,137,1,33,23.0
11.0,959.97,1.0,35.0,9051,1,41,23.0
4.0,316.42,1.0,22.0,137,1,33,23.0
11.0,959.27,1.0,22.0,137,1,33,23.0
3.0,9.51,1.0,35.0,9051,1,41,0.0
0.0,455.12,0.0,45.0,9521,1,46,2.0
2.0,7.45,1.0,35.0,9051,1,41,2.0
8.0,739.5,0.0,45.0,9521,1,46,3.0
13.0,12.29,0.0,45.0,9521,1,46,22.0
11.0,1024.32,1.0,35.0,9051,1,41,22.0
7.0,19.13,0.0,45.0,9521,1,46,22.0
13.0,9.97,0.0,45.0,9521,1,46,22.0
11.0,969.18,1.0,35.0,9051,1,41,23.0
10.0,17.76,0.0,45.0,9521,1,46,23.0
0.0,472.51,1.0,35.0,9051,1,41,23.0
7.0,21.46,0.0,45.0,9521,1,46,23.0
6.0,240.94,0.0,45.0,9521,1,46,23.0
12.0,729.0,0.0,45.0,9521,1,46,0.0
7.0,20.82,0.0,45.0,9521,1,46,21.0
1.0,131.09,0.0,45.0,9521,1,46,22.0
6.0,248.23,0.0,45.0,9521,1,46,23.0
2.0,22.22,1.0,4.0,128,1,58,0.0
4.0,321.77,1.0,4.0,128,1,58,3.0
4.0,318.43,1.0,4.0,128,1,58,4.0
11.0,863.97,1.0,4.0,128,1,58,15.0
11.0,1099.48,1.0,4.0,128,1,58,18.0
4.0,361.11,1.0,4.0,128,1,58,0.0
2.0,20.86,1.0,46.0,828,1,66,1.0
4.0,310.24,1.0,4.0,128,1,58,8.0
0.0,556.78,1.0,46.0,828,1,66,14.0
11.0,905.44,1.0,46.0,828,1,66,22.0
8.0,883.63,1.0,27.0,186140,1,58,22.0
11.0,876.6,1.0,27.0,186140,1,58,22.0
8.0,681.11,1.0,4.0,128,1,58,22.0
11.0,994.99,1.0,46.0,828,1,66,22.0
4.0,326.04,1.0,46.0,828,1,66,22.0
11.0,985.21,1.0,4.0,128,1,58,22.0
0.0,389.57,1.0,27.0,186140,1,58,23.0
8.0,703.31,1.0,46.0,828,1,66,23.0
11.0,1080.62,1.0,4.0,128,1,58,23.0
4.0,283.26,1.0,27.0,186140,1,58,23.0
8.0,815.9,1.0,27.0,186140,1,58,23.0
12.0,933.0,1.0,27.0,186140,1,58,23.0
4.0,277.95,0.0,40.0,13717,1,74,1.0
4.0,247.55,1.0,43.0,1263321,1,65,3.0
2.0,6.65,1.0,43.0,1263321,1,65,3.0
4.0,309.2,1.0,34.0,2258,1,87,3.0
11.0,998.9,1.0,34.0,2258,1,87,18.0
9.0,7.25,0.0,40.0,13717,1,74,19.0
11.0,1001.9,0.0,40.0,13717,1,74,22.0
11.0,936.55,1.0,27.0,186140,1,58,22.0
11.0,1150.64,1.0,27.0,186140,1,58,22.0
4.0,281.93,0.0,40.0,13717,1,74,22.0
11.0,926.69,0.0,40.0,13717,1,74,22.0
11.0,1031.92,1.0,43.0,1263321,1,65,22.0
12.0,856.92,1.0,34.0,2258,1,87,23.0
0.0,456.06,1.0,43.0,1263321,1,65,23.0
12.0,923.77,1.0,27.0,186140,1,58,23.0
2.0,18.5,1.0,34.0,2258,1,87,0.0
1.0,125.08,0.0,31.0,71485,1,50,2.0
2.0,18.12,1.0,34.0,2258,1,87,2.0
4.0,269.84,0.0,40.0,13717,1,74,2.0
4.0,284.66,1.0,43.0,1263321,1,65,2.0
4.0,366.72,1.0,34.0,2258,1,87,2.0
4.0,352.33,0.0,31.0,71485,1,50,3.0
3.0,16.02,1.0,34.0,2258,1,87,3.0
4.0,263.99,1.0,43.0,1263321,1,65,8.0
11.0,1011.34,0.0,40.0,13717,1,74,14.0
9.0,7.77,1.0,43.0,1263321,1,65,18.0
11.0,1101.56,1.0,34.0,2258,1,87,22.0
11.0,964.5,1.0,34.0,2258,1,87,22.0
12.0,1013.79,0.0,40.0,13717,1,74,22.0
10.0,18.58,0.0,31.0,71485,1,50,22.0
11.0,879.54,1.0,34.0,2258,1,87,22.0
12.0,748.92,1.0,34.0,2258,1,87,22.0
8.0,938.77,1.0,34.0,2258,1,87,23.0
5.0,19.62,0.0,40.0,13717,1,74,23.0
8.0,818.62,1.0,43.0,1263321,1,65,23.0
11.0,946.12,0.0,40.0,13717,1,74,23.0
12.0,862.12,0.0,31.0,71485,1,50,0.0
4.0,296.99,0.0,46.0,4542,1,26,0.0
4.0,304.86,0.0,46.0,4542,1,26,1.0
8.0,736.61,0.0,31.0,71485,1,50,1.0
4.0,286.36,0.0,46.0,4542,1,26,1.0
